"label","ECSO_ID","ECSO_labels","Envthes_ID","Envthes_labels","ENVO_ID","ENVO_labels","PATO_ID","PATO_labels","PCO_ID","PCO_labels","BCO_ID","BCO_labels","CHEBI_ID","CHEBI_labels"
"sampled individuals proportion","http://purl.dataone.org/odo/ecso_00001194","sampled individuals proportion","","","","","","","","","","","",""
"sampling date","http://purl.dataone.org/odo/ecso_00002110","sampling date","","","","","","","","","","","",""
"sampling site area","http://purl.dataone.org/odo/ecso_00001152","sampling site area","","","","","","","","","","","",""
"sapwood area","http://purl.dataone.org/odo/ecso_00001722","sapwood area","http://vocabs.lter-europe.net/envthes/22220","sapwood area","","","","","","","","","",""
"saturation","http://purl.dataone.org/odo/ecso_00002224","saturation","","","","","","","","","","","",""
"scientific experiment","http://purl.dataone.org/odo/ecso_00000505","scientific experiment","","","","","","","","","","","",""
"sea depth","http://purl.dataone.org/odo/ecso_00001204","sea depth","","","","","","","","","","","",""
"sea ice extent","http://purl.dataone.org/odo/ecso_00001654","sea ice extent","http://vocabs.lter-europe.net/envthes/22223","sea ice extent","","","","","","","","","",""
"sea ice extent","http://purl.dataone.org/odo/ecso_00001654","sea ice extent","http://vocabs.lter-europe.net/envthes/msa0932","sea ice extent","","","","","","","","","",""
"sea level height","http://purl.dataone.org/odo/ecso_00001174","sea level height","","","","","","","","","","","",""
"sea level pressure","http://purl.dataone.org/odo/ecso_00001650","sea level pressure","","","","","","","","","","","",""
"sea surface salinity","http://purl.dataone.org/odo/ecso_00001658","sea surface salinity","","","","","","","","","","","",""
"sea surface temperature","http://purl.dataone.org/odo/ecso_00001523","sea surface temperature","http://vocabs.lter-europe.net/envthes/22225","sea surface temperature","","","","","","","","","",""
"sea surface temperature","http://purl.dataone.org/odo/ecso_00001523","sea surface temperature","http://vocabs.lter-europe.net/envthes/msa0936","sea surface temperature","","","","","","","","","",""
"seal tag identifier","http://purl.dataone.org/odo/ecso_00002371","seal tag identifier","","","","","","","","","","","",""
"seasonal freezing index","http://www.purl.dataone.org/odo/ecso_00010124","seasonal freezing index","","","","","","","","","","","",""
"seasonal frost","http://www.purl.dataone.org/odo/ecso_00010128","seasonal frost","","","","","","","","","","","",""
"seawater bottom depth","http://purl.dataone.org/odo/ecso_00001549","seawater bottom depth","","","","","","","","","","","",""
"seawater carbonate concentration","http://purl.dataone.org/odo/ecso_00001126","seawater carbonate concentration","","","","","","","","","","","",""
"seawater chlorophyll fluorescence","http://purl.dataone.org/odo/ecso_00000568","seawater chlorophyll fluorescence","","","","","","","","","","","",""
"seawater chromophoric dissolved organic matter fluorescence","http://purl.dataone.org/odo/ecso_00001561","seawater chromophoric dissolved organic matter fluorescence","","","","","","","","","","","",""
"seawater co3 concentration","http://purl.dataone.org/odo/ecso_00001126","seawater co3 concentration","","","","","","","","","","","",""
"seawater conductivity","http://purl.dataone.org/odo/ecso_00001540","seawater conductivity","","","","","","","","","","","",""
"seawater depth","http://purl.dataone.org/odo/ecso_00001204","seawater depth","","","","","","","","","","","",""
"seawater depth calculated from pressure","http://purl.dataone.org/odo/ecso_00001887","seawater depth calculated from pressure","","","","","","","","","","","",""
"seawater depth from ice cover surface","http://purl.dataone.org/odo/ecso_00001888","seawater depth from ice cover surface","","","","","","","","","","","",""
"seawater fluorescence","http://purl.dataone.org/odo/ecso_00001560","seawater fluorescence","","","","","","","","","","","",""
"seawater pressure","http://purl.dataone.org/odo/ecso_00001187","seawater pressure","","","","","","","","","","","",""
"seawater temperature","http://purl.dataone.org/odo/ecso_00001226","seawater temperature","","","","","","","","","","","",""
"seawater velocity","http://purl.dataone.org/odo/ecso_00001235","seawater velocity","","","","","","","","","","","",""
"secchi depth method","http://purl.dataone.org/odo/ecso_00001208","secchi depth method","","","","","","","","","","","",""
"second of hour","http://purl.dataone.org/odo/ecso_00002070","second of hour","","","","","","","","","","","",""
"second of measurement","http://purl.dataone.org/odo/ecso_00002070","second of measurement","","","","","","","","","","","",""
"seconds elapsed","http://purl.dataone.org/odo/ecso_00002054","seconds elapsed","","","","","","","","","","","",""
"sediment core length","http://purl.dataone.org/odo/ecso_00001965","sediment core length","","","","","","","","","","","",""
"sediment depth","http://purl.dataone.org/odo/ecso_00001552","sediment depth","","","","","","","","","","","",""
"sedum rosea percent cover","http://purl.dataone.org/odo/ecso_00001644","sedum rosea percent cover","","","","","","","","","","","",""
"sensible heat flux","http://purl.dataone.org/odo/ecso_00001716","sensible heat flux","","","","","","","","","","","",""
"sensible heat flux without storage correction","http://purl.dataone.org/odo/ecso_00001717","sensible heat flux without storage correction","","","","","","","","","","","",""
"sensor length","http://purl.dataone.org/odo/ecso_00001964","sensor length","","","","","","","","","","","",""
"shear velocity","http://purl.dataone.org/odo/ecso_00001546","shear velocity","","","","","","","","","","","",""
"shortwave albedo","http://purl.dataone.org/odo/ecso_00001696","shortwave albedo","","","","","","","","","","","",""
"shrub percent cover","http://purl.dataone.org/odo/ecso_00001608","shrub percent cover","","","","","","","","","","","",""
"silicon counts per second","http://purl.dataone.org/odo/ecso_00002182","silicon counts per second","","","","","","","","","","","",""
"silicon ion concentration","http://purl.dataone.org/odo/ecso_00001800","silicon ion concentration","","","","","","","","","","","",""
"silicon ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001801","silicon ion concentration in lake water","","","","","","","","","","","",""
"silicon solubility in water","http://purl.dataone.org/odo/ecso_00001844","silicon solubility in water","","","","","","","","","","","",""
"silver ion concentration","http://purl.dataone.org/odo/ecso_00001802","silver ion concentration","","","","","","","","","","","",""
"silver ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001803","silver ion concentration in lake water","","","","","","","","","","","",""
"single celled organism","http://purl.dataone.org/odo/ecso_00000305","single celled organism","","","","","","","","","","","",""
"site identifier","http://purl.dataone.org/odo/ecso_00002381","site identifier","","","","","","","","","","","",""
"site latitude","http://purl.dataone.org/odo/ecso_00002143","site latitude","","","","","","","","","","","",""
"site longitude","http://purl.dataone.org/odo/ecso_00002155","site longitude","","","","","","","","","","","",""
"snow cover","http://purl.dataone.org/odo/ecso_00001652","snow cover","http://vocabs.lter-europe.net/envthes/msa0983","snow cover","","","","","","","","","",""
"snow cover","http://purl.dataone.org/odo/ecso_00001652","snow cover","http://vocabs.lter-europe.net/envthes/21559","snow cover","","","","","","","","","",""
"snow depth","http://purl.dataone.org/odo/ecso_00001205","snow depth","http://vocabs.lter-europe.net/envthes/21207","snow depth","","","","","","","","","",""
"snow depth","http://purl.dataone.org/odo/ecso_00001205","snow depth","http://vocabs.lter-europe.net/envthes/22240","snow depth","","","","","","","","","",""
"sodium ion concentration","http://purl.dataone.org/odo/ecso_00001804","sodium ion concentration","","","","","","","","","","","",""
"sodium ion concentration in ice","http://purl.dataone.org/odo/ecso_00002319","sodium ion concentration in ice","","","","","","","","","","","",""
"sodium ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001805","sodium ion concentration in lake water","","","","","","","","","","","",""
"sodium ion concentration in snow","http://purl.dataone.org/odo/ecso_00002009","sodium ion concentration in snow","","","","","","","","","","","",""
"sodium solubility in water","http://purl.dataone.org/odo/ecso_00001845","sodium solubility in water","","","","","","","","","","","",""
"soil active layer","http://purl.dataone.org/odo/ecso_00000575","soil active layer","","","","","","","","","","","",""
"soil active layer depth","http://purl.dataone.org/odo/ecso_00001210","soil active layer depth","","","","","","","","","","","",""
"soil bulk density","http://purl.dataone.org/odo/ecso_00001110","soil bulk density","http://vocabs.lter-europe.net/envthes/22245","soil bulk density","","","","","","","","","",""
"soil carbon change percentage","http://purl.dataone.org/odo/ecso_00001134","soil carbon change percentage","","","","","","","","","","","",""
"soil carbon concentration","http://purl.dataone.org/odo/ecso_00000576","soil carbon concentration","","","","","","","","","","","",""
"soil carbon dioxide flux","http://purl.dataone.org/odo/ecso_00002271","soil carbon dioxide flux","http://vocabs.lter-europe.net/envthes/21560","soil carbon dioxide flux","","","","","","","","","",""
"soil carbon pool","http://purl.dataone.org/odo/ecso_00000027","soil carbon pool","","","","","","","","","","","",""
"soil depth","http://purl.dataone.org/odo/ecso_00001207","soil depth","http://vocabs.lter-europe.net/envthes/msa0991","soil depth","","","","","","","","","",""
"soil depth","http://purl.dataone.org/odo/ecso_00001207","soil depth","http://vocabs.lter-europe.net/envthes/22247","soil depth","","","","","","","","","",""
"soil dry mass","http://purl.dataone.org/odo/ecso_00001241","soil dry mass","","","","","","","","","","","",""
"soil dry weight","http://purl.dataone.org/odo/ecso_00001241","soil dry weight","","","","","","","","","","","",""
"soil gas volume","http://purl.dataone.org/odo/ecso_00002304","soil gas volume","","","","","","","","","","","",""
"soil heat flux","http://purl.dataone.org/odo/ecso_00001216","soil heat flux","http://vocabs.lter-europe.net/envthes/af_c2_2528","soil heat flux","","","","","","","","","",""
"soil heat flux","http://purl.dataone.org/odo/ecso_00001216","soil heat flux","http://vocabs.lter-europe.net/envthes/22253","soil heat flux","","","","","","","","","",""
"soil heterotrophic respiration carbon flux","http://purl.dataone.org/odo/ecso_00000532","soil heterotrophic respiration carbon flux","","","","","","","","","","","",""
"soil layer","http://purl.dataone.org/odo/ecso_00000574","soil layer","http://vocabs.lter-europe.net/envthes/39","soil layer","","","","","","","","","",""
"soil moisture percentage","http://purl.dataone.org/odo/ecso_00000517","soil moisture percentage","","","","","","","","","","","",""
"soil organic content","http://purl.dataone.org/odo/ecso_00003031","soil organic content","","","","","","","","","","","",""
"soil organic layer depth","http://purl.dataone.org/odo/ecso_00001548","soil organic layer depth","","","","","","","","","","","",""
"soil organic matter percentage","http://purl.dataone.org/odo/ecso_00000670","soil organic matter percentage","","","","","","","","","","","",""
"soil organic matter percentage","http://purl.dataone.org/odo/ecso_00000579","soil organic matter percentage","","","","","","","","","","","",""
"soil organic matter proportion","http://purl.dataone.org/odo/ecso_00000579","soil organic matter proportion","","","","","","","","","","","",""
"soil organic matter stable carbon isotope ratio","http://purl.dataone.org/odo/ecso_00002276","soil organic matter stable carbon isotope ratio","","","","","","","","","","","",""
"soil ph","http://purl.dataone.org/odo/ecso_00001646","soil ph","http://vocabs.lter-europe.net/envthes/22264","soil ph","","","","","","","","","",""
"soil ph","http://purl.dataone.org/odo/ecso_00001646","soil ph","http://vocabs.lter-europe.net/envthes/af_c2_2546","soil ph","","","","","","","","","",""
"soil porewater salinity concentration","http://purl.dataone.org/odo/ecso_00001165","soil porewater salinity concentration","","","","","","","","","","","",""
"soil respiration carbon flux","http://purl.dataone.org/odo/ecso_00001718","soil respiration carbon flux","","","","","","","","","","","",""
"soil surface temperature","http://purl.dataone.org/odo/ecso_00001533","soil surface temperature","","","","","","","","","","","",""
"soil total dissolved organic carbon areal density","http://purl.dataone.org/odo/ecso_00002272","soil total dissolved organic carbon areal density","","","","","","","","","","","",""
"soil water content","http://purl.dataone.org/odo/ecso_00001704","soil water content","http://vocabs.lter-europe.net/envthes/22281","soil water content","","","","","","","","","",""
"soil water content","http://purl.dataone.org/odo/ecso_00001704","soil water content","http://vocabs.lter-europe.net/envthes/10039","soil water content","","","","","","","","","",""
"soil wet mass","http://purl.dataone.org/odo/ecso_00001178","soil wet mass","","","","","","","","","","","",""
"soil wet weight","http://purl.dataone.org/odo/ecso_00001178","soil wet weight","","","","","","","","","","","",""
"soil wet weight plus tare weight","http://purl.dataone.org/odo/ecso_00002171","soil wet weight plus tare weight","","","","","","","","","","","",""
"solar radiation","http://purl.dataone.org/odo/ecso_00001103","solar radiation","http://vocabs.lter-europe.net/envthes/22284","solar radiation","","","","","","","","","",""
"solid phase sintering","http://purl.obolibrary.org/obo/envo_03000101","solid phase sintering","","","","","","","","","","","",""
"sonic temperature","http://purl.dataone.org/odo/ecso_00001524","sonic temperature","","","","","","","","","","","",""
"sonic wind direction","http://purl.dataone.org/odo/ecso_00001714","sonic wind direction","","","","","","","","","","","",""
"sonic wind speed","http://purl.dataone.org/odo/ecso_00001586","sonic wind speed","","","","","","","","","","","",""
"spar","http://purl.dataone.org/odo/ecso_00001574","spar","","","","","","","","","","","",""
"species","http://purl.dataone.org/odo/ecso_00000313","species","http://vocabs.lter-europe.net/envthes/20717","species","","","","","","","","","",""
"species abundance","http://purl.dataone.org/odo/ecso_00001688","species abundance","http://vocabs.lter-europe.net/envthes/10018","species abundance","","","","","","","","","",""
"specifc gross production flux","http://purl.dataone.org/odo/ecso_00001232","specifc gross production flux","","","","","","","","","","","",""
"specifc net production flux","http://purl.dataone.org/odo/ecso_00001211","specifc net production flux","","","","","","","","","","","",""
"specific conductance","http://purl.dataone.org/odo/ecso_00001534","specific conductance","http://vocabs.lter-europe.net/envthes/22289","specific conductance","","","","","","","","","",""
"specific flux","http://purl.dataone.org/odo/ecso_00001256","specific flux","","","","","","","","","","","",""
"specific humidity","http://purl.dataone.org/odo/ecso_00001547","specific humidity","","","","","","","","","","","",""
"specific leaf area of dead leaves","http://purl.dataone.org/odo/ecso_00001727","specific leaf area of dead leaves","","","","","","","","","","","",""
"specific leaf area of live leaves","http://purl.dataone.org/odo/ecso_00001728","specific leaf area of live leaves","","","","","","","","","","","",""
"specific respiration flux","http://purl.dataone.org/odo/ecso_00001257","specific respiration flux","","","","","","","","","","","",""
"specific ultraviolet absorbance","http://purl.dataone.org/odo/ecso_00001502","specific ultraviolet absorbance","","","","","","","","","","","",""
"specific ultraviolet absorbance of chromophoric dissolved organic matter at wavelength 254 nm","http://purl.dataone.org/odo/ecso_00001503","specific ultraviolet absorbance of chromophoric dissolved organic matter at wavelength 254 nm","","","","","","","","","","","",""
"specific uv absorbance","http://purl.dataone.org/odo/ecso_00001502","specific uv absorbance","","","","","","","","","","","",""
"specific uv absorbance of cdom at wavelength 254 nm","http://purl.dataone.org/odo/ecso_00001503","specific uv absorbance of cdom at wavelength 254 nm","","","","","","","","","","","",""
"stable carbon isotope ratio","http://purl.dataone.org/odo/ecso_00001142","stable carbon isotope ratio","","","","","","","","","","","",""
"stable hydrogen isotope ratio","http://purl.dataone.org/odo/ecso_00001956","stable hydrogen isotope ratio","","","","","","","","","","","",""
"stable nitrogen isotope ratio","http://purl.dataone.org/odo/ecso_00001737","stable nitrogen isotope ratio","","","","","","","","","","","",""
"stable oxygen isotope ratio","http://purl.dataone.org/odo/ecso_00001740","stable oxygen isotope ratio","","","","","","","","","","","",""
"standard deviation","http://purl.dataone.org/odo/ecso_00002270","standard deviation","http://vocabs.lter-europe.net/envthes/10149","standard deviation","","","","","","","","","",""
"standing biomass","http://purl.dataone.org/odo/ecso_00001135","standing biomass","","","","","","","","","","","",""
"start date aquatic food traps deployed","http://purl.dataone.org/odo/ecso_00002102","start date aquatic food traps deployed","","","","","","","","","","","",""
"start date of bird banding","http://purl.dataone.org/odo/ecso_00002096","start date of bird banding","","","","","","","","","","","",""
"start date of field season","http://purl.dataone.org/odo/ecso_00002097","start date of field season","","","","","","","","","","","",""
"start date of fieldwork","http://purl.dataone.org/odo/ecso_00002113","start date of fieldwork","","","","","","","","","","","",""
"start date of harvest","http://purl.dataone.org/odo/ecso_00002108","start date of harvest","","","","","","","","","","","",""
"start date of lemming survey","http://purl.dataone.org/odo/ecso_00002098","start date of lemming survey","","","","","","","","","","","",""
"start date of nest survival","http://purl.dataone.org/odo/ecso_00002099","start date of nest survival","","","","","","","","","","","",""
"start date of predator survey","http://purl.dataone.org/odo/ecso_00002100","start date of predator survey","","","","","","","","","","","",""
"start date of sampling","http://purl.dataone.org/odo/ecso_00002084","start date of sampling","","","","","","","","","","","",""
"start date of snow survey","http://purl.dataone.org/odo/ecso_00002101","start date of snow survey","","","","","","","","","","","",""
"start date of trap prebait","http://purl.dataone.org/odo/ecso_00002117","start date of trap prebait","","","","","","","","","","","",""
"start date terrestrial food traps deployed","http://purl.dataone.org/odo/ecso_00002103","start date terrestrial food traps deployed","","","","","","","","","","","",""
"start date weather station started collecting data","http://purl.dataone.org/odo/ecso_00002104","start date weather station started collecting data","","","","","","","","","","","",""
"starting latitude","http://purl.dataone.org/odo/ecso_00002146","starting latitude","","","","","","","","","","","",""
"starting longitude","http://purl.dataone.org/odo/ecso_00002160","starting longitude","","","","","","","","","","","",""
"station latitude","http://purl.dataone.org/odo/ecso_00002145","station latitude","","","","","","","","","","","",""
"station longitude","http://purl.dataone.org/odo/ecso_00002154","station longitude","","","","","","","","","","","",""
"station longitude","http://purl.dataone.org/odo/ecso_00002162","station longitude","","","","","","","","","","","",""
"stellaria humifusa percent cover","http://purl.dataone.org/odo/ecso_00001596","stellaria humifusa percent cover","","","","","","","","","","","",""
"stem height","http://purl.dataone.org/odo/ecso_00001585","stem height","","","","","","","","","","","",""
"stream depth","http://purl.dataone.org/odo/ecso_00001212","stream depth","","","","","","","","","","","",""
"strontium counts per second","http://purl.dataone.org/odo/ecso_00002188","strontium counts per second","","","","","","","","","","","",""
"strontium ion concentration","http://purl.dataone.org/odo/ecso_00001806","strontium ion concentration","","","","","","","","","","","",""
"strontium ion concentration in ice","http://purl.dataone.org/odo/ecso_00002320","strontium ion concentration in ice","","","","","","","","","","","",""
"strontium ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001807","strontium ion concentration in lake water","","","","","","","","","","","",""
"strontium ion concentration in water","http://purl.dataone.org/odo/ecso_00002322","strontium ion concentration in water","","","","","","","","","","","",""
"strontium isotope ratio","http://purl.dataone.org/odo/ecso_00002323","strontium isotope ratio","","","","","","","","","","","",""
"strontium solubility in water","http://purl.dataone.org/odo/ecso_00001846","strontium solubility in water","","","","","","","","","","","",""
"study site name","http://purl.dataone.org/odo/ecso_00002211","study site name","","","","","","","","","","","",""
"sulfate concentration in ice","http://purl.dataone.org/odo/ecso_00002377","sulfate concentration in ice","","","","","","","","","","","",""
"sulfur ion concentration","http://purl.dataone.org/odo/ecso_00001808","sulfur ion concentration","","","","","","","","","","","",""
"sulfur ion concentration in ice","http://purl.dataone.org/odo/ecso_00002321","sulfur ion concentration in ice","","","","","","","","","","","",""
"sulfur ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001809","sulfur ion concentration in lake water","","","","","","","","","","","",""
"sulfur solubility in water","http://purl.dataone.org/odo/ecso_00001847","sulfur solubility in water","","","","","","","","","","","",""
"surface ground heat flux","http://purl.dataone.org/odo/ecso_00001563","surface ground heat flux","","","","","","","","","","","",""
"surface par","http://purl.dataone.org/odo/ecso_00001574","surface par","","","","","","","","","","","",""
"surface photosynthetically active radiation","http://purl.dataone.org/odo/ecso_00001574","surface photosynthetically active radiation","","","","","","","","","","","",""
"surface pressure","http://purl.dataone.org/odo/ecso_00001660","surface pressure","","","","","","","","","","","",""
"surface soil heat flux","http://purl.dataone.org/odo/ecso_00001563","surface soil heat flux","","","","","","","","","","","",""
"surface temperature","http://purl.dataone.org/odo/ecso_00001526","surface temperature","","","","","","","","","","","",""
"suspended organic carbon","http://purl.dataone.org/odo/ecso_00000578","suspended organic carbon","","","","","","","","","","","",""
"suva","http://purl.dataone.org/odo/ecso_00001502","suva","","","","","","","","","","","",""
"suva of cdom at wavelength 254 nm","http://purl.dataone.org/odo/ecso_00001503","suva of cdom at wavelength 254 nm","","","","","","","","","","","",""
"suva of colored dissolved organic matter at wavelength 254 nm","http://purl.dataone.org/odo/ecso_00001503","suva of colored dissolved organic matter at wavelength 254 nm","","","","","","","","","","","",""
"tag","http://purl.dataone.org/odo/ecso_00001217","tag","","","","","","","","","","","",""
"tag number","http://purl.dataone.org/odo/ecso_00001217","tag number","","","","","","","","","","","",""
"tarsus length","http://purl.dataone.org/odo/ecso_00001960","tarsus length","","","","","","","","","","","",""
"telson length","http://purl.dataone.org/odo/ecso_00001924","telson length","","","","","","","","","","","",""
"temp","http://purl.dataone.org/odo/ecso_00001104","temp","","","","","","","","","","","",""
"temperature standard deviation","http://purl.dataone.org/odo/ecso_00001743","temperature standard deviation","","","","","","","","","","","",""
"temporal rate","http://purl.dataone.org/odo/ecso_00001115","temporal rate","","","","","","","","","","","",""
"thallium ion concentration","http://purl.dataone.org/odo/ecso_00001810","thallium ion concentration","","","","","","","","","","","",""
"thallium ion concentration in ice","http://purl.dataone.org/odo/ecso_00002316","thallium ion concentration in ice","","","","","","","","","","","",""
"thallium ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001811","thallium ion concentration in lake water","","","","","","","","","","","",""
"thaw consolidation ratio","http://www.purl.dataone.org/odo/ecso_00010080","thaw consolidation ratio","","","","","","","","","","","",""
"thawed soil depth","http://purl.dataone.org/odo/ecso_00001653","thawed soil depth","","","","","","","","","","","",""
"thawing index","http://www.purl.dataone.org/odo/ecso_00010079","thawing index","","","","","","","","","","","",""
"thickness of dust layer penetrating peat","http://purl.dataone.org/odo/ecso_00002229","thickness of dust layer penetrating peat","","","","","","","","","","","",""
"tic","http://purl.dataone.org/odo/ecso_00000539","tic","http://vocabs.lter-europe.net/envthes/msa1058","tic","","","","","","","","","",""
"tic","http://purl.dataone.org/odo/ecso_00000539","tic","http://vocabs.lter-europe.net/envthes/20817","tic","","","","","","","","","",""
"tide height","http://purl.dataone.org/odo/ecso_00001173","tide height","","","","","","","","","","","",""
"time geolocator applied or removed","http://purl.dataone.org/odo/ecso_00002073","time geolocator applied or removed","","","","","","","","","","","",""
"time interval","http://purl.dataone.org/odo/ecso_00001183","time interval","","","","","","","","","","","",""
"time of ear tagging","http://purl.dataone.org/odo/ecso_00002080","time of ear tagging","","","","","","","","","","","",""
"time of flux measurement","http://purl.dataone.org/odo/ecso_00002081","time of flux measurement","","","","","","","","","","","",""
"time of maximum wind speed","http://purl.dataone.org/odo/ecso_00002074","time of maximum wind speed","","","","","","","","","","","",""
"time of measurement","http://purl.dataone.org/odo/ecso_00002040","time of measurement","","","","","","","","","","","",""
"time of sample","http://purl.dataone.org/odo/ecso_00002076","time of sample","","","","","","","","","","","",""
"time of water sample","http://purl.dataone.org/odo/ecso_00002042","time of water sample","","","","","","","","","","","",""
"time skipped by analysis","http://purl.dataone.org/odo/ecso_00002075","time skipped by analysis","","","","","","","","","","","",""
"time step","http://purl.dataone.org/odo/ecso_00001183","time step","","","","","","","","","","","",""
"time trap checked","http://purl.dataone.org/odo/ecso_00002083","time trap checked","","","","","","","","","","","",""
"timestamp","http://purl.dataone.org/odo/ecso_00002046","timestamp","http://vocabs.lter-europe.net/envthes/10045","timestamp","","","","","","","","","",""
"tin ion concentration","http://purl.dataone.org/odo/ecso_00001812","tin ion concentration","","","","","","","","","","","",""
"tin ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001813","tin ion concentration in lake water","","","","","","","","","","","",""
"tin solubility in water","http://purl.dataone.org/odo/ecso_00001848","tin solubility in water","","","","","","","","","","","",""
"titanium counts per second","http://purl.dataone.org/odo/ecso_00002180","titanium counts per second","","","","","","","","","","","",""
"titanium ion concentration","http://purl.dataone.org/odo/ecso_00001814","titanium ion concentration","","","","","","","","","","","",""
"titanium ion concentration in lake water","http://purl.dataone.org/odo/ecso_00001815","titanium ion concentration in lake water","","","","","","","","","","","",""
"titanium solubility in water","http://purl.dataone.org/odo/ecso_00001849","titanium solubility in water","","","","","","","","","","","",""
"toc","http://purl.dataone.org/odo/ecso_00001118","toc","http://vocabs.lter-europe.net/envthes/22297","toc","","","","","","","","","",""
"toc","http://purl.dataone.org/odo/ecso_00001130","toc","http://vocabs.lter-europe.net/envthes/22297","toc","","","","","","","","","",""
"total alkalinity","http://purl.dataone.org/odo/ecso_00001752","total alkalinity","http://vocabs.lter-europe.net/envthes/msa1056","total alkalinity","","","","","","","","","",""
"total alkalinity","http://purl.dataone.org/odo/ecso_00001752","total alkalinity","http://vocabs.lter-europe.net/envthes/21451","total alkalinity","","","","","","","","","",""
"total alkalinity uncertainty","http://purl.dataone.org/odo/ecso_00002369","total alkalinity uncertainty","","","","","","","","","","","",""
"total aluminum ion concentration in snow","http://purl.dataone.org/odo/ecso_00001978","total aluminum ion concentration in snow","","","","","","","","","","","",""
"total aluminum ion concentration in soil","http://purl.dataone.org/odo/ecso_00002023","total aluminum ion concentration in soil","","","","","","","","","","","",""
"total annual freezing index","http://www.purl.dataone.org/odo/ecso_00010123","total annual freezing index","","","","","","","","","","","",""
"total antimony concentration in snow","http://purl.dataone.org/odo/ecso_00001980","total antimony concentration in snow","","","","","","","","","","","",""
"total arsenic ion concentration in snow","http://purl.dataone.org/odo/ecso_00001981","total arsenic ion concentration in snow","","","","","","","","","","","",""
"total cadmium concentration in snow","http://purl.dataone.org/odo/ecso_00001982","total cadmium concentration in snow","","","","","","","","","","","",""
"total calcium ion concentration in snow","http://purl.dataone.org/odo/ecso_00001983","total calcium ion concentration in snow","","","","","","","","","","","",""
"total calcium ion concentration in soil","http://purl.dataone.org/odo/ecso_00002024","total calcium ion concentration in soil","","","","","","","","","","","",""
"total cerium concentration in snow","http://purl.dataone.org/odo/ecso_00001985","total cerium concentration in snow","","","","","","","","","","","",""
"total charcoal areal concentration","http://purl.dataone.org/odo/ecso_00002277","total charcoal areal concentration","","","","","","","","","","","",""
"total chromium ion concentration in snow","http://purl.dataone.org/odo/ecso_00001986","total chromium ion concentration in snow","","","","","","","","","","","",""
"total concentration of niobium in snow","http://purl.dataone.org/odo/ecso_00002002","total concentration of niobium in snow","","","","","","","","","","","",""
"total concentration of samarium in snow","http://purl.dataone.org/odo/ecso_00002006","total concentration of samarium in snow","","","","","","","","","","","",""
"total dissolved nitrogen concentration","http://purl.dataone.org/odo/ecso_00002020","total dissolved nitrogen concentration","","","","","","","","","","","",""
"total dissolved nitrogen concentration extracted from soil","http://purl.dataone.org/odo/ecso_00002030","total dissolved nitrogen concentration extracted from soil","","","","","","","","","","","",""
"total dissolved nitrogen concentration in water","http://purl.dataone.org/odo/ecso_00002019","total dissolved nitrogen concentration in water","","","","","","","","","","","",""
"total dissolved nitrogen mineralization rate","http://purl.dataone.org/odo/ecso_00002021","total dissolved nitrogen mineralization rate","","","","","","","","","","","",""
"total dissolved phosphorus concentration","http://purl.dataone.org/odo/ecso_00002022","total dissolved phosphorus concentration","","","","","","","","","","","",""
"total distance","http://purl.dataone.org/odo/ecso_00001711","total distance","","","","","","","","","","","",""
"total dysprosium concentration in snow","http://purl.dataone.org/odo/ecso_00001989","total dysprosium concentration in snow","","","","","","","","","","","",""
"total europium concentration in snow","http://purl.dataone.org/odo/ecso_00001991","total europium concentration in snow","","","","","","","","","","","",""
"total exchange capacity","http://purl.dataone.org/odo/ecso_00002232","total exchange capacity","","","","","","","","","","","",""
"total gadolinium concentration in snow","http://purl.dataone.org/odo/ecso_00001993","total gadolinium concentration in snow","","","","","","","","","","","",""
"total incoming shortwave radiation","http://purl.dataone.org/odo/ecso_00001976","total incoming shortwave radiation","","","","","","","","","","","",""
"total iron ion concentration in snow","http://purl.dataone.org/odo/ecso_00001994","total iron ion concentration in snow","","","","","","","","","","","",""
"total lanthanum ion concentration in snow","http://purl.dataone.org/odo/ecso_00001995","total lanthanum ion concentration in snow","","","","","","","","","","","",""
"total living biomass carbon pool","http://purl.dataone.org/odo/ecso_00000343","total living biomass carbon pool","","","","","","","","","","","",""
"total magnesium ion concentration in snow","http://purl.dataone.org/odo/ecso_00001997","total magnesium ion concentration in snow","","","","","","","","","","","",""
"total magnesium ion concentration in soil","http://purl.dataone.org/odo/ecso_00002026","total magnesium ion concentration in soil","","","","","","","","","","","",""
"total manganese ion concentration in snow","http://purl.dataone.org/odo/ecso_00001998","total manganese ion concentration in snow","","","","","","","","","","","",""
"total neodymium concentration in snow","http://purl.dataone.org/odo/ecso_00002000","total neodymium concentration in snow","","","","","","","","","","","",""
"total phosphorus concentration in soil","http://purl.dataone.org/odo/ecso_00002028","total phosphorus concentration in soil","","","","","","","","","","","",""
"total potassium ion concentration in snow","http://purl.dataone.org/odo/ecso_00002003","total potassium ion concentration in snow","","","","","","","","","","","",""
